year,ssp119,ssp126,ssp245,ssp370,ssp585
2011,0.0073999999999999995,0.0073999999999999995,0.007299999999999999,0.007299999999999999,0.0073999999999999995
2012,0.0073999999999999995,0.0073999999999999995,0.007299999999999999,0.007299999999999999,0.0073999999999999995
2013,0.0073999999999999995,0.0073999999999999995,0.007299999999999999,0.007299999999999999,0.0073999999999999995
2014,0.0073999999999999995,0.0073999999999999995,0.007299999999999999,0.007299999999999999,0.0073999999999999995
2015,0.0073999999999999995,0.0073999999999999995,0.007299999999999999,0.007299999999999999,0.0073999999999999995
2016,0.0073999999999999995,0.0073999999999999995,0.007299999999999999,0.007299999999999999,0.0073999999999999995
2017,0.0073999999999999995,0.0073999999999999995,0.007299999999999999,0.007299999999999999,0.0073999999999999995
2018,0.0073999999999999995,0.0073999999999999995,0.007299999999999999,0.007299999999999999,0.0073999999999999995
2019,0.0073999999999999995,0.0073999999999999995,0.007299999999999999,0.007299999999999999,0.0073999999999999995
2020,0.0073999999999999995,0.0073999999999999995,0.007299999999999999,0.007299999999999999,0.0073999999999999995
2021,0.006699999999999999,0.006699999999999999,0.006600000000000002,0.006799999999999999,0.007299999999999999
2022,0.006699999999999999,0.006699999999999999,0.006600000000000002,0.006799999999999999,0.007299999999999999
2023,0.006699999999999999,0.006699999999999999,0.006600000000000002,0.006799999999999999,0.007299999999999999
2024,0.006699999999999999,0.006699999999999999,0.006600000000000002,0.006799999999999999,0.007299999999999999
2025,0.006699999999999999,0.006699999999999999,0.006600000000000002,0.006799999999999999,0.007299999999999999
2026,0.006699999999999999,0.006699999999999999,0.006600000000000002,0.006799999999999999,0.007299999999999999
2027,0.006699999999999999,0.006699999999999999,0.006600000000000002,0.006799999999999999,0.007299999999999999
2028,0.006699999999999999,0.006699999999999999,0.006600000000000002,0.006799999999999999,0.007299999999999999
2029,0.006699999999999999,0.006699999999999999,0.006600000000000002,0.006799999999999999,0.007299999999999999
2030,0.006699999999999999,0.006699999999999999,0.006600000000000002,0.006799999999999999,0.007299999999999999
2031,0.0066,0.007300000000000001,0.007799999999999999,0.008300000000000002,0.009
2032,0.0066,0.007300000000000001,0.007799999999999999,0.008300000000000002,0.009
2033,0.0066,0.007300000000000001,0.007799999999999999,0.008300000000000002,0.009
2034,0.0066,0.007300000000000001,0.007799999999999999,0.008300000000000002,0.009
2035,0.0066,0.007300000000000001,0.007799999999999999,0.008300000000000002,0.009
2036,0.0066,0.007300000000000001,0.007799999999999999,0.008300000000000002,0.009
2037,0.0066,0.007300000000000001,0.007799999999999999,0.008300000000000002,0.009
2038,0.0066,0.007300000000000001,0.007799999999999999,0.008300000000000002,0.009
2039,0.0066,0.007300000000000001,0.007799999999999999,0.008300000000000002,0.009
2040,0.0066,0.007300000000000001,0.007799999999999999,0.008300000000000002,0.009
2041,0.008199999999999999,0.0089,0.01,0.010700000000000001,0.0116
2042,0.008199999999999999,0.0089,0.01,0.010700000000000001,0.0116
2043,0.008199999999999999,0.0089,0.01,0.010700000000000001,0.0116
2044,0.008199999999999999,0.0089,0.01,0.010700000000000001,0.0116
2045,0.008199999999999999,0.0089,0.01,0.010700000000000001,0.0116
2046,0.008199999999999999,0.0089,0.01,0.010700000000000001,0.0116
