year,ssp119,ssp126,ssp245,ssp370,ssp585
2036,0.002300000000000001,0.003,0.0036000000000000003,0.004000000000000001,0.004399999999999999
2037,0.002300000000000001,0.003,0.0036000000000000003,0.004000000000000001,0.004399999999999999
2038,0.002300000000000001,0.003,0.0036000000000000003,0.004000000000000001,0.004399999999999999
2039,0.002300000000000001,0.003,0.0036000000000000003,0.004000000000000001,0.004399999999999999
2040,0.002300000000000001,0.003,0.0036000000000000003,0.004000000000000001,0.004399999999999999
2041,0.0035000000000000005,0.0038999999999999994,0.0049,0.0054,0.0058
2042,0.0035000000000000005,0.0038999999999999994,0.0049,0.0054,0.0058
2043,0.0035000000000000005,0.0038999999999999994,0.0049,0.0054,0.0058
2044,0.0035000000000000005,0.0038999999999999994,0.0049,0.0054,0.0058
2045,0.0035000000000000005,0.0038999999999999994,0.0049,0.0054,0.0058
2046,0.0035000000000000005,0.0038999999999999994,0.0049,0.0054,0.0058
2047,0.0035000000000000005,0.0038999999999999994,0.0049,0.0054,0.0058
2048,0.0035000000000000005,0.0038999999999999994,0.0049,0.0054,0.0058
2049,0.0035000000000000005,0.0038999999999999994,0.0049,0.0054,0.0058
2050,0.0035000000000000005,0.0038999999999999994,0.0049,0.0054,0.0058
2051,0.0017999999999999989,0.0029000000000000024,0.004000000000000001,0.004899999999999999,0.0058
2052,0.0017999999999999989,0.0029000000000000024,0.004000000000000001,0.004899999999999999,0.0058
2053,0.0017999999999999989,0.0029000000000000024,0.004000000000000001,0.004899999999999999,0.0058
2054,0.0017999999999999989,0.0029000000000000024,0.004000000000000001,0.004899999999999999,0.0058
2055,0.0017999999999999989,0.0029000000000000024,0.004000000000000001,0.004899999999999999,0.0058
2056,0.0017999999999999989,0.0029000000000000024,0.004000000000000001,0.004899999999999999,0.0058
2057,0.0017999999999999989,0.0029000000000000024,0.004000000000000001,0.004899999999999999,0.0058
2058,0.0017999999999999989,0.0029000000000000024,0.004000000000000001,0.004899999999999999,0.0058
2059,0.0017999999999999989,0.0029000000000000024,0.004000000000000001,0.004899999999999999,0.0058
2060,0.0017999999999999989,0.0029000000000000024,0.004000000000000001,0.004899999999999999,0.0058
2061,0.0029,0.0036999999999999976,0.004499999999999999,0.006000000000000003,0.006900000000000001
2062,0.0029,0.0036999999999999976,0.004499999999999999,0.006000000000000003,0.006900000000000001
2063,0.0029,0.0036999999999999976,0.004499999999999999,0.006000000000000003,0.006900000000000001
2064,0.0029,0.0036999999999999976,0.004499999999999999,0.006000000000000003,0.006900000000000001
2065,0.0029,0.0036999999999999976,0.004499999999999999,0.006000000000000003,0.006900000000000001
2066,0.0029,0.0036999999999999976,0.004499999999999999,0.006000000000000003,0.006900000000000001
2067,0.0029,0.0036999999999999976,0.004499999999999999,0.006000000000000003,0.006900000000000001
2068,0.0029,0.0036999999999999976,0.004499999999999999,0.006000000000000003,0.006900000000000001
2069,0.0029,0.0036999999999999976,0.004499999999999999,0.006000000000000003,0.006900000000000001
2070,0.0029,0.0036999999999999976,0.004499999999999999,0.006000000000000003,0.006900000000000001
2071,0.0016000000000000014,0.002300000000000002,0.004499999999999999,0.0060999999999999995,0.007000000000000001
2072,0.0016000000000000014,0.002300000000000002,0.004499999999999999,0.0060999999999999995,0.007000000000000001
2073,0.0016000000000000014,0.002300000000000002,0.004499999999999999,0.0060999999999999995,0.007000000000000001
2074,0.0016000000000000014,0.002300000000000002,0.004499999999999999,0.0060999999999999995,0.007000000000000001
2075,0.0016000000000000014,0.002300000000000002,0.004499999999999999,0.0060999999999999995,0.007000000000000001
2076,0.0016000000000000014,0.002300000000000002,0.004499999999999999,0.0060999999999999995,0.007000000000000001
2077,0.0016000000000000014,0.002300000000000002,0.004499999999999999,0.0060999999999999995,0.007000000000000001
2078,0.0016000000000000014,0.002300000000000002,0.004499999999999999,0.0060999999999999995,0.007000000000000001
2079,0.0016000000000000014,0.002300000000000002,0.004499999999999999,0.0060999999999999995,0.007000000000000001
2080,0.0016000000000000014,0.002300000000000002,0.004499999999999999,0.0060999999999999995,0.007000000000000001
2081,0.0021999999999999993,0.0021999999999999993,0.0039000000000000033,0.006900000000000001,0.009100000000000002
2082,0.0021999999999999993,0.0021999999999999993,0.0039000000000000033,0.006900000000000001,0.009100000000000002
2083,0.0021999999999999993,0.0021999999999999993,0.0039000000000000033,0.006900000000000001,0.009100000000000002
2084,0.0021999999999999993,0.0021999999999999993,0.0039000000000000033,0.006900000000000001,0.009100000000000002
2085,0.0021999999999999993,0.0021999999999999993,0.0039000000000000033,0.006900000000000001,0.009100000000000002
2086,0.0021999999999999993,0.0021999999999999993,0.0039000000000000033,0.006900000000000001,0.009100000000000002
2087,0.0021999999999999993,0.0021999999999999993,0.0039000000000000033,0.006900000000000001,0.009100000000000002
2088,0.0021999999999999993,0.0021999999999999993,0.0039000000000000033,0.006900000000000001,0.009100000000000002
2089,0.0021999999999999993,0.0021999999999999993,0.0039000000000000033,0.006900000000000001,0.009100000000000002
2090,0.0021999999999999993,0.0021999999999999993,0.0039000000000000033,0.006900000000000001,0.009100000000000002
2091,-0.00030000000000000024,0.0013000000000000012,0.004499999999999999,0.007399999999999995,0.008700000000000003
2092,-0.00030000000000000024,0.0013000000000000012,0.004499999999999999,0.007399999999999995,0.008700000000000003
2093,-0.00030000000000000024,0.0013000000000000012,0.004499999999999999,0.007399999999999995,0.008700000000000003
2094,-0.00030000000000000024,0.0013000000000000012,0.004499999999999999,0.007399999999999995,0.008700000000000003
2095,-0.00030000000000000024,0.0013000000000000012,0.004499999999999999,0.007399999999999995,0.008700000000000003
2096,-0.00030000000000000024,0.0013000000000000012,0.004499999999999999,0.007399999999999995,0.008700000000000003
2097,-0.00030000000000000024,0.0013000000000000012,0.004499999999999999,0.007399999999999995,0.008700000000000003
2098,-0.00030000000000000024,0.0013000000000000012,0.004499999999999999,0.007399999999999995,0.008700000000000003
2099,-0.00030000000000000024,0.0013000000000000012,0.004499999999999999,0.007399999999999995,0.008700000000000003
2100,-0.00030000000000000024,0.0013000000000000012,0.004499999999999999,0.007399999999999995,0.008700000000000003
