year,ssp119,ssp126,ssp245,ssp370,ssp585
2011,0.0039,0.0039,0.0039,0.0039,0.0039
2012,0.0039,0.0039,0.0039,0.0039,0.0039
2013,0.0039,0.0039,0.0039,0.0039,0.0039
2014,0.0039,0.0039,0.0039,0.0039,0.0039
2015,0.0039,0.0039,0.0039,0.0039,0.0039
2016,0.0039,0.0039,0.0039,0.0039,0.0039
2017,0.0039,0.0039,0.0039,0.0039,0.0039
2018,0.0039,0.0039,0.0039,0.0039,0.0039
2019,0.0039,0.0039,0.0039,0.0039,0.0039
2020,0.0039,0.0039,0.0039,0.0039,0.0039
2021,0.0032999999999999995,0.0032999999999999995,0.0032999999999999995,0.0033999999999999994,0.0039
2022,0.0032999999999999995,0.0032999999999999995,0.0032999999999999995,0.0033999999999999994,0.0039
2023,0.0032999999999999995,0.0032999999999999995,0.0032999999999999995,0.0033999999999999994,0.0039
2024,0.0032999999999999995,0.0032999999999999995,0.0032999999999999995,0.0033999999999999994,0.0039
2025,0.0032999999999999995,0.0032999999999999995,0.0032999999999999995,0.0033999999999999994,0.0039
2026,0.0032999999999999995,0.0032999999999999995,0.0032999999999999995,0.0033999999999999994,0.0039
2027,0.0032999999999999995,0.0032999999999999995,0.0032999999999999995,0.0033999999999999994,0.0039
2028,0.0032999999999999995,0.0032999999999999995,0.0032999999999999995,0.0033999999999999994,0.0039
2029,0.0032999999999999995,0.0032999999999999995,0.0032999999999999995,0.0033999999999999994,0.0039
2030,0.0032999999999999995,0.0032999999999999995,0.0032999999999999995,0.0033999999999999994,0.0039
2031,0.002300000000000001,0.003,0.0036000000000000003,0.004000000000000001,0.004399999999999999
2032,0.002300000000000001,0.003,0.0036000000000000003,0.004000000000000001,0.004399999999999999
2033,0.002300000000000001,0.003,0.0036000000000000003,0.004000000000000001,0.004399999999999999
2034,0.002300000000000001,0.003,0.0036000000000000003,0.004000000000000001,0.004399999999999999
2035,0.002300000000000001,0.003,0.0036000000000000003,0.004000000000000001,0.004399999999999999
