year,ssp119,ssp126,ssp245,ssp370,ssp585
2052,0.005399999999999997,0.0064,0.008000000000000002,0.009099999999999997,0.010300000000000004
2053,0.005399999999999997,0.0064,0.008000000000000002,0.009099999999999997,0.010300000000000004
2054,0.005399999999999997,0.0064,0.008000000000000002,0.009099999999999997,0.010300000000000004
2055,0.005399999999999997,0.0064,0.008000000000000002,0.009099999999999997,0.010300000000000004
2056,0.005399999999999997,0.0064,0.008000000000000002,0.009099999999999997,0.010300000000000004
2057,0.005399999999999997,0.0064,0.008000000000000002,0.009099999999999997,0.010300000000000004
2058,0.005399999999999997,0.0064,0.008000000000000002,0.009099999999999997,0.010300000000000004
2059,0.005399999999999997,0.0064,0.008000000000000002,0.009099999999999997,0.010300000000000004
2060,0.005399999999999997,0.0064,0.008000000000000002,0.009099999999999997,0.010300000000000004
2061,0.007000000000000001,0.008000000000000002,0.009399999999999997,0.011099999999999999,0.0126
2062,0.007000000000000001,0.008000000000000002,0.009399999999999997,0.011099999999999999,0.0126
2063,0.007000000000000001,0.008000000000000002,0.009399999999999997,0.011099999999999999,0.0126
2064,0.007000000000000001,0.008000000000000002,0.009399999999999997,0.011099999999999999,0.0126
2065,0.007000000000000001,0.008000000000000002,0.009399999999999997,0.011099999999999999,0.0126
2066,0.007000000000000001,0.008000000000000002,0.009399999999999997,0.011099999999999999,0.0126
2067,0.007000000000000001,0.008000000000000002,0.009399999999999997,0.011099999999999999,0.0126
2068,0.007000000000000001,0.008000000000000002,0.009399999999999997,0.011099999999999999,0.0126
2069,0.007000000000000001,0.008000000000000002,0.009399999999999997,0.011099999999999999,0.0126
2070,0.007000000000000001,0.008000000000000002,0.009399999999999997,0.011099999999999999,0.0126
2071,0.006500000000000001,0.0075000000000000015,0.010300000000000004,0.0124,0.0142
2072,0.006500000000000001,0.0075000000000000015,0.010300000000000004,0.0124,0.0142
2073,0.006500000000000001,0.0075000000000000015,0.010300000000000004,0.0124,0.0142
2074,0.006500000000000001,0.0075000000000000015,0.010300000000000004,0.0124,0.0142
2075,0.006500000000000001,0.0075000000000000015,0.010300000000000004,0.0124,0.0142
2076,0.006500000000000001,0.0075000000000000015,0.010300000000000004,0.0124,0.0142
2077,0.006500000000000001,0.0075000000000000015,0.010300000000000004,0.0124,0.0142
2078,0.006500000000000001,0.0075000000000000015,0.010300000000000004,0.0124,0.0142
2079,0.006500000000000001,0.0075000000000000015,0.010300000000000004,0.0124,0.0142
2080,0.006500000000000001,0.0075000000000000015,0.010300000000000004,0.0124,0.0142
2081,0.0068000000000000005,0.007300000000000001,0.010599999999999998,0.014100000000000001,0.01639999999999999
2082,0.0068000000000000005,0.007300000000000001,0.010599999999999998,0.014100000000000001,0.01639999999999999
2083,0.0068000000000000005,0.007300000000000001,0.010599999999999998,0.014100000000000001,0.01639999999999999
2084,0.0068000000000000005,0.007300000000000001,0.010599999999999998,0.014100000000000001,0.01639999999999999
2085,0.0068000000000000005,0.007300000000000001,0.010599999999999998,0.014100000000000001,0.01639999999999999
2086,0.0068000000000000005,0.007300000000000001,0.010599999999999998,0.014100000000000001,0.01639999999999999
2087,0.0068000000000000005,0.007300000000000001,0.010599999999999998,0.014100000000000001,0.01639999999999999
2088,0.0068000000000000005,0.007300000000000001,0.010599999999999998,0.014100000000000001,0.01639999999999999
2089,0.0068000000000000005,0.007300000000000001,0.010599999999999998,0.014100000000000001,0.01639999999999999
2090,0.0068000000000000005,0.007300000000000001,0.010599999999999998,0.014100000000000001,0.01639999999999999
2091,0.005900000000000005,0.007599999999999996,0.0113,0.016000000000000004,0.018299999999999993
2092,0.005900000000000005,0.007599999999999996,0.0113,0.016000000000000004,0.018299999999999993
2093,0.005900000000000005,0.007599999999999996,0.0113,0.016000000000000004,0.018299999999999993
2094,0.005900000000000005,0.007599999999999996,0.0113,0.016000000000000004,0.018299999999999993
2095,0.005900000000000005,0.007599999999999996,0.0113,0.016000000000000004,0.018299999999999993
2096,0.005900000000000005,0.007599999999999996,0.0113,0.016000000000000004,0.018299999999999993
2097,0.005900000000000005,0.007599999999999996,0.0113,0.016000000000000004,0.018299999999999993
2098,0.005900000000000005,0.007599999999999996,0.0113,0.016000000000000004,0.018299999999999993
2099,0.005900000000000005,0.007599999999999996,0.0113,0.016000000000000004,0.018299999999999993
2100,0.005900000000000005,0.007599999999999996,0.0113,0.016000000000000004,0.018299999999999993
