year,ssp119,ssp126,ssp245,ssp370,ssp585
2011,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0062
2012,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0062
2013,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0062
2014,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0062
2015,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0062
2016,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0062
2017,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0062
2018,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0062
2019,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0062
2020,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0060999999999999995,0.0062
2021,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.006
2022,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.006
2023,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.006
2024,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.006
2025,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.006
2026,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.006
2027,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.006
2028,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.006
2029,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.006
2030,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.005600000000000001,0.006
2031,0.0051,0.005799999999999998,0.006299999999999998,0.006799999999999999,0.0075000000000000015
2032,0.0051,0.005799999999999998,0.006299999999999998,0.006799999999999999,0.0075000000000000015
2033,0.0051,0.005799999999999998,0.006299999999999998,0.006799999999999999,0.0075000000000000015
2034,0.0051,0.005799999999999998,0.006299999999999998,0.006799999999999999,0.0075000000000000015
2035,0.0051,0.005799999999999998,0.006299999999999998,0.006799999999999999,0.0075000000000000015
2036,0.0051,0.005799999999999998,0.006299999999999998,0.006799999999999999,0.0075000000000000015
2037,0.0051,0.005799999999999998,0.006299999999999998,0.006799999999999999,0.0075000000000000015
2038,0.0051,0.005799999999999998,0.006299999999999998,0.006799999999999999,0.0075000000000000015
2039,0.0051,0.005799999999999998,0.006299999999999998,0.006799999999999999,0.0075000000000000015
2040,0.0051,0.005799999999999998,0.006299999999999998,0.006799999999999999,0.0075000000000000015
2041,0.0064,0.007200000000000001,0.008300000000000002,0.008900000000000002,0.009599999999999997
2042,0.0064,0.007200000000000001,0.008300000000000002,0.008900000000000002,0.009599999999999997
2043,0.0064,0.007200000000000001,0.008300000000000002,0.008900000000000002,0.009599999999999997
2044,0.0064,0.007200000000000001,0.008300000000000002,0.008900000000000002,0.009599999999999997
2045,0.0064,0.007200000000000001,0.008300000000000002,0.008900000000000002,0.009599999999999997
2046,0.0064,0.007200000000000001,0.008300000000000002,0.008900000000000002,0.009599999999999997
2047,0.0064,0.007200000000000001,0.008300000000000002,0.008900000000000002,0.009599999999999997
2048,0.0064,0.007200000000000001,0.008300000000000002,0.008900000000000002,0.009599999999999997
2049,0.0064,0.007200000000000001,0.008300000000000002,0.008900000000000002,0.009599999999999997
2050,0.0064,0.007200000000000001,0.008300000000000002,0.008900000000000002,0.009599999999999997
2051,0.005399999999999997,0.0064,0.008000000000000002,0.009099999999999997,0.010300000000000004
