year,ssp119,ssp126,ssp245,ssp370,ssp585
2011,0.0049,0.0049,0.0049,0.0049,0.005
2012,0.0049,0.0049,0.0049,0.0049,0.005
2013,0.0049,0.0049,0.0049,0.0049,0.005
2014,0.0049,0.0049,0.0049,0.0049,0.005
2015,0.0049,0.0049,0.0049,0.0049,0.005
2016,0.0049,0.0049,0.0049,0.0049,0.005
2017,0.0049,0.0049,0.0049,0.0049,0.005
2018,0.0049,0.0049,0.0049,0.0049,0.005
2019,0.0049,0.0049,0.0049,0.0049,0.005
2020,0.0049,0.0049,0.0049,0.0049,0.005
2021,0.0043,0.0043,0.004399999999999999,0.0045,0.0048000000000000004
2022,0.0043,0.0043,0.004399999999999999,0.0045,0.0048000000000000004
2023,0.0043,0.0043,0.004399999999999999,0.0045,0.0048000000000000004
2024,0.0043,0.0043,0.004399999999999999,0.0045,0.0048000000000000004
2025,0.0043,0.0043,0.004399999999999999,0.0045,0.0048000000000000004
2026,0.0043,0.0043,0.004399999999999999,0.0045,0.0048000000000000004
2027,0.0043,0.0043,0.004399999999999999,0.0045,0.0048000000000000004
2028,0.0043,0.0043,0.004399999999999999,0.0045,0.0048000000000000004
2029,0.0043,0.0043,0.004399999999999999,0.0045,0.0048000000000000004
2030,0.0043,0.0043,0.004399999999999999,0.0045,0.0048000000000000004
2031,0.0036000000000000003,0.004400000000000001,0.004899999999999999,0.005099999999999999,0.0059
2032,0.0036000000000000003,0.004400000000000001,0.004899999999999999,0.005099999999999999,0.0059
2033,0.0036000000000000003,0.004400000000000001,0.004899999999999999,0.005099999999999999,0.0059
2034,0.0036000000000000003,0.004400000000000001,0.004899999999999999,0.005099999999999999,0.0059
2035,0.0036000000000000003,0.004400000000000001,0.004899999999999999,0.005099999999999999,0.0059
2036,0.0036000000000000003,0.004400000000000001,0.004899999999999999,0.005099999999999999,0.0059
2037,0.0036000000000000003,0.004400000000000001,0.004899999999999999,0.005099999999999999,0.0059
2038,0.0036000000000000003,0.004400000000000001,0.004899999999999999,0.005099999999999999,0.0059
2039,0.0036000000000000003,0.004400000000000001,0.004899999999999999,0.005099999999999999,0.0059
2040,0.0036000000000000003,0.004400000000000001,0.004899999999999999,0.005099999999999999,0.0059
2041,0.004799999999999999,0.005299999999999999,0.0062,0.007000000000000001,0.0075000000000000015
2042,0.004799999999999999,0.005299999999999999,0.0062,0.007000000000000001,0.0075000000000000015
