year,ssp119,ssp126,ssp245,ssp370,ssp585
2011,0.0043,0.0043,0.0043,0.0043,0.0043
2012,0.0043,0.0043,0.0043,0.0043,0.0043
2013,0.0043,0.0043,0.0043,0.0043,0.0043
2014,0.0043,0.0043,0.0043,0.0043,0.0043
2015,0.0043,0.0043,0.0043,0.0043,0.0043
2016,0.0043,0.0043,0.0043,0.0043,0.0043
2017,0.0043,0.0043,0.0043,0.0043,0.0043
2018,0.0043,0.0043,0.0043,0.0043,0.0043
2019,0.0043,0.0043,0.0043,0.0043,0.0043
2020,0.0043,0.0043,0.0043,0.0043,0.0043
2021,0.0037000000000000006,0.0036000000000000003,0.0037000000000000006,0.0038000000000000004,0.004200000000000001
2022,0.0037000000000000006,0.0036000000000000003,0.0037000000000000006,0.0038000000000000004,0.004200000000000001
2023,0.0037000000000000006,0.0036000000000000003,0.0037000000000000006,0.0038000000000000004,0.004200000000000001
2024,0.0037000000000000006,0.0036000000000000003,0.0037000000000000006,0.0038000000000000004,0.004200000000000001
2025,0.0037000000000000006,0.0036000000000000003,0.0037000000000000006,0.0038000000000000004,0.004200000000000001
2026,0.0037000000000000006,0.0036000000000000003,0.0037000000000000006,0.0038000000000000004,0.004200000000000001
2027,0.0037000000000000006,0.0036000000000000003,0.0037000000000000006,0.0038000000000000004,0.004200000000000001
2028,0.0037000000000000006,0.0036000000000000003,0.0037000000000000006,0.0038000000000000004,0.004200000000000001
2029,0.0037000000000000006,0.0036000000000000003,0.0037000000000000006,0.0038000000000000004,0.004200000000000001
2030,0.0037000000000000006,0.0036000000000000003,0.0037000000000000006,0.0038000000000000004,0.004200000000000001
2031,0.0026999999999999997,0.0035000000000000005,0.0038999999999999994,0.0043,0.0049
2032,0.0026999999999999997,0.0035000000000000005,0.0038999999999999994,0.0043,0.0049
2033,0.0026999999999999997,0.0035000000000000005,0.0038999999999999994,0.0043,0.0049
2034,0.0026999999999999997,0.0035000000000000005,0.0038999999999999994,0.0043,0.0049
2035,0.0026999999999999997,0.0035000000000000005,0.0038999999999999994,0.0043,0.0049
2036,0.0026999999999999997,0.0035000000000000005,0.0038999999999999994,0.0043,0.0049
2037,0.0026999999999999997,0.0035000000000000005,0.0038999999999999994,0.0043,0.0049
2038,0.0026999999999999997,0.0035000000000000005,0.0038999999999999994,0.0043,0.0049
2039,0.0026999999999999997,0.0035000000000000005,0.0038999999999999994,0.0043,0.0049
2040,0.0026999999999999997,0.0035000000000000005,0.0038999999999999994,0.0043,0.0049
2041,0.0038999999999999994,0.004399999999999999,0.005399999999999999,0.0059,0.0064
2042,0.0038999999999999994,0.004399999999999999,0.005399999999999999,0.0059,0.0064
2043,0.0038999999999999994,0.004399999999999999,0.005399999999999999,0.0059,0.0064
2044,0.0038999999999999994,0.004399999999999999,0.005399999999999999,0.0059,0.0064
2045,0.0038999999999999994,0.004399999999999999,0.005399999999999999,0.0059,0.0064
2046,0.0038999999999999994,0.004399999999999999,0.005399999999999999,0.0059,0.0064
2047,0.0038999999999999994,0.004399999999999999,0.005399999999999999,0.0059,0.0064
2048,0.0038999999999999994,0.004399999999999999,0.005399999999999999,0.0059,0.0064
2049,0.0038999999999999994,0.004399999999999999,0.005399999999999999,0.0059,0.0064
2050,0.0038999999999999994,0.004399999999999999,0.005399999999999999,0.0059,0.0064
2051,0.002300000000000002,0.0034000000000000002,0.004600000000000002,0.005599999999999999,0.0064
2052,0.002300000000000002,0.0034000000000000002,0.004600000000000002,0.005599999999999999,0.0064
2053,0.002300000000000002,0.0034000000000000002,0.004600000000000002,0.005599999999999999,0.0064
2054,0.002300000000000002,0.0034000000000000002,0.004600000000000002,0.005599999999999999,0.0064
2055,0.002300000000000002,0.0034000000000000002,0.004600000000000002,0.005599999999999999,0.0064
2056,0.002300000000000002,0.0034000000000000002,0.004600000000000002,0.005599999999999999,0.0064
2057,0.002300000000000002,0.0034000000000000002,0.004600000000000002,0.005599999999999999,0.0064
2058,0.002300000000000002,0.0034000000000000002,0.004600000000000002,0.005599999999999999,0.0064
2059,0.002300000000000002,0.0034000000000000002,0.004600000000000002,0.005599999999999999,0.0064
2060,0.002300000000000002,0.0034000000000000002,0.004600000000000002,0.005599999999999999,0.0064
2061,0.0036999999999999976,0.004200000000000001,0.005400000000000002,0.0067,0.007700000000000001
2062,0.0036999999999999976,0.004200000000000001,0.005400000000000002,0.0067,0.007700000000000001
2063,0.0036999999999999976,0.004200000000000001,0.005400000000000002,0.0067,0.007700000000000001
2064,0.0036999999999999976,0.004200000000000001,0.005400000000000002,0.0067,0.007700000000000001
2065,0.0036999999999999976,0.004200000000000001,0.005400000000000002,0.0067,0.007700000000000001
2066,0.0036999999999999976,0.004200000000000001,0.005400000000000002,0.0067,0.007700000000000001
2067,0.0036999999999999976,0.004200000000000001,0.005400000000000002,0.0067,0.007700000000000001
2068,0.0036999999999999976,0.004200000000000001,0.005400000000000002,0.0067,0.007700000000000001
2069,0.0036999999999999976,0.004200000000000001,0.005400000000000002,0.0067,0.007700000000000001
2070,0.0036999999999999976,0.004200000000000001,0.005400000000000002,0.0067,0.007700000000000001
2071,0.0025000000000000022,0.0032,0.004999999999999999,0.0071,0.008099999999999996
2072,0.0025000000000000022,0.0032,0.004999999999999999,0.0071,0.008099999999999996
2073,0.0025000000000000022,0.0032,0.004999999999999999,0.0071,0.008099999999999996
2074,0.0025000000000000022,0.0032,0.004999999999999999,0.0071,0.008099999999999996
2075,0.0025000000000000022,0.0032,0.004999999999999999,0.0071,0.008099999999999996
2076,0.0025000000000000022,0.0032,0.004999999999999999,0.0071,0.008099999999999996
2077,0.0025000000000000022,0.0032,0.004999999999999999,0.0071,0.008099999999999996
2078,0.0025000000000000022,0.0032,0.004999999999999999,0.0071,0.008099999999999996
2079,0.0025000000000000022,0.0032,0.004999999999999999,0.0071,0.008099999999999996
2080,0.0025000000000000022,0.0032,0.004999999999999999,0.0071,0.008099999999999996
2081,0.0029,0.003199999999999997,0.0055,0.008000000000000002,0.010000000000000004
2082,0.0029,0.003199999999999997,0.0055,0.008000000000000002,0.010000000000000004
2083,0.0029,0.003199999999999997,0.0055,0.008000000000000002,0.010000000000000004
2084,0.0029,0.003199999999999997,0.0055,0.008000000000000002,0.010000000000000004
2085,0.0029,0.003199999999999997,0.0055,0.008000000000000002,0.010000000000000004
2086,0.0029,0.003199999999999997,0.0055,0.008000000000000002,0.010000000000000004
2087,0.0029,0.003199999999999997,0.0055,0.008000000000000002,0.010000000000000004
2088,0.0029,0.003199999999999997,0.0055,0.008000000000000002,0.010000000000000004
2089,0.0029,0.003199999999999997,0.0055,0.008000000000000002,0.010000000000000004
2090,0.0029,0.003199999999999997,0.0055,0.008000000000000002,0.010000000000000004
2091,0.0015000000000000013,0.0026000000000000025,0.005699999999999999,0.009100000000000002,0.010499999999999999
2092,0.0015000000000000013,0.0026000000000000025,0.005699999999999999,0.009100000000000002,0.010499999999999999
2093,0.0015000000000000013,0.0026000000000000025,0.005699999999999999,0.009100000000000002,0.010499999999999999
2094,0.0015000000000000013,0.0026000000000000025,0.005699999999999999,0.009100000000000002,0.010499999999999999
2095,0.0015000000000000013,0.0026000000000000025,0.005699999999999999,0.009100000000000002,0.010499999999999999
2096,0.0015000000000000013,0.0026000000000000025,0.005699999999999999,0.009100000000000002,0.010499999999999999
2097,0.0015000000000000013,0.0026000000000000025,0.005699999999999999,0.009100000000000002,0.010499999999999999
2098,0.0015000000000000013,0.0026000000000000025,0.005699999999999999,0.009100000000000002,0.010499999999999999
2099,0.0015000000000000013,0.0026000000000000025,0.005699999999999999,0.009100000000000002,0.010499999999999999
2100,0.0015000000000000013,0.0026000000000000025,0.005699999999999999,0.009100000000000002,0.010499999999999999
